Value,Count,LC20_BPS_220,LC24_SCla_250,nps_4kplus,BPS_MODEL,BPS_NAME,GROUPVEG,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,LABEL,UNIT_NAME,UNIT_TYPE
5410,126.000000000000000,1028,7,72,10860_13_16_17_18_21_23,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland,102,28,-9999,22,UE,Dinosaur National Monument,National Monument
5411,230.000000000000000,1037,5,72,11261_16_23_24,Inter-Mountain Basins Montane Sagebrush Steppe-Mountain Big Sagebrush,Shrubland,49,-9999,-9999,49,E,Dinosaur National Monument,National Monument
5412,57.000000000000000,1011,2,72,10490_19_20_21_23_28_29,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer,385,-9999,-9999,385,B,Dinosaur National Monument,National Monument
5413,228.000000000000000,1028,2,72,10860_13_16_17_18_21_23,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland,102,28,-9999,22,B,Dinosaur National Monument,National Monument
5414,261.000000000000000,1034,4,72,11150_15_16_23_24,Inter-Mountain Basins Juniper Savanna,Conifer,333,218,126,64,D,Dinosaur National Monument,National Monument
5415,9.000000000000000,1034,5,72,11150_15_16_23_24,Inter-Mountain Basins Juniper Savanna,Conifer,333,218,126,64,E,Dinosaur National Monument,National Monument
5416,294.000000000000000,2713,6,72,10804_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland-Upland,Shrubland,120,-9999,-9999,120,UN,Dinosaur National Monument,National Monument
5417,1.000000000000000,907,2,72,11660_22,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer,207,53,138,32,B,Dinosaur National Monument,National Monument
5418,1486.000000000000000,1009,1,72,10110_16_23_24,Rocky Mountain Aspen Forest and Woodland,Hardwood,59,50,-9999,27,A,Dinosaur National Monument,National Monument
5419,2549.000000000000000,2713,1,72,10804_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland-Upland,Shrubland,120,-9999,-9999,120,A,Dinosaur National Monument,National Monument
5420,49.000000000000000,1015,120,72,10540_16_23_24,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,280,226,20,17,Developed,Dinosaur National Monument,National Monument
5421,1259.000000000000000,1042,1,72,11530_16_23_24_25_27,Inter-Mountain Basins Greasewood Flat,Shrubland,208,-9999,-9999,208,A,Dinosaur National Monument,National Monument
5422,39.000000000000000,1015,2,72,10540_16_23_24,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,280,226,20,17,B,Dinosaur National Monument,National Monument
5423,1.000000000000000,900,2,72,11350_22,Inter-Mountain Basins Semi-Desert Grassland,Grassland,25,-9999,-9999,25,B,Dinosaur National Monument,National Monument
5424,1.000000000000000,900,3,72,11350_22,Inter-Mountain Basins Semi-Desert Grassland,Grassland,25,-9999,-9999,25,C,Dinosaur National Monument,National Monument
5425,10.000000000000000,1016,2,72,10550_16_23_24,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,214,7242,-9999,208,B,Dinosaur National Monument,National Monument
5426,2.000000000000000,884,2,72,10540_22,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,165,49,19,13,B,Dinosaur National Monument,National Monument
5427,194.000000000000000,1009,3,72,10110_16_23_24,Rocky Mountain Aspen Forest and Woodland,Hardwood,59,50,-9999,27,C,Dinosaur National Monument,National Monument
5428,15451.000000000000000,1026,3,72,10810_15_16_23_24_28,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,616,-9999,-9999,616,C,Dinosaur National Monument,National Monument
5429,7353.000000000000000,1042,7,72,11530_16_23_24_25_27,Inter-Mountain Basins Greasewood Flat,Shrubland,208,-9999,-9999,208,UE,Dinosaur National Monument,National Monument
5430,103.000000000000000,1013,7,72,10510_15_16_17_22_23_24_25,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer,90,77,14,11,UE,Dinosaur National Monument,National Monument
5431,941.000000000000000,1028,132,72,10860_13_16_17_18_21_23,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland,102,28,-9999,22,Barren or Sparse,Dinosaur National Monument,National Monument
5432,16.000000000000000,1011,132,72,10490_19_20_21_23_28_29,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer,385,-9999,-9999,385,Barren or Sparse,Dinosaur National Monument,National Monument
5433,84.000000000000000,1009,2,72,10110_16_23_24,Rocky Mountain Aspen Forest and Woodland,Hardwood,59,50,-9999,27,B,Dinosaur National Monument,National Monument
5434,1791.000000000000000,1038,3,72,11262_16_23,Inter-Mountain Basins Montane Sagebrush Steppe-Low Sagebrush,Shrubland,219,-9999,-9999,219,C,Dinosaur National Monument,National Monument
5435,203.000000000000000,1021,132,72,10620_16_23,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,246,137,228,64,Barren or Sparse,Dinosaur National Monument,National Monument
5436,10979.000000000000000,1023,2,72,10660_16_23_24,Inter-Mountain Basins Mat Saltbush Shrubland,Shrubland,-9999,-9999,-9999,-9999,B,Dinosaur National Monument,National Monument
5437,142.000000000000000,1032,2,72,11040_23_24,Mogollon Chaparral,Shrubland,47,370,-9999,42,B,Dinosaur National Monument,National Monument
5438,4622.000000000000000,1038,6,72,11262_16_23,Inter-Mountain Basins Montane Sagebrush Steppe-Low Sagebrush,Shrubland,219,-9999,-9999,219,UN,Dinosaur National Monument,National Monument
5439,3721.000000000000000,2713,7,72,10804_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland-Upland,Shrubland,120,-9999,-9999,120,UE,Dinosaur National Monument,National Monument
5440,26866.000000000000000,1026,6,72,10810_15_16_23_24_28,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,616,-9999,-9999,616,UN,Dinosaur National Monument,National Monument
5441,8.000000000000000,1011,1,72,10490_19_20_21_23_28_29,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer,385,-9999,-9999,385,A,Dinosaur National Monument,National Monument
5442,1604.000000000000000,1030,4,72,11020_13_15_16_23_24,Colorado Plateau Pinyon-Juniper Shrubland,Conifer,333,222,127,65,D,Dinosaur National Monument,National Monument
5443,237.000000000000000,1030,132,72,11020_13_15_16_23_24,Colorado Plateau Pinyon-Juniper Shrubland,Conifer,333,222,127,65,Barren or Sparse,Dinosaur National Monument,National Monument
5444,1357.000000000000000,1030,2,72,11020_13_15_16_23_24,Colorado Plateau Pinyon-Juniper Shrubland,Conifer,333,222,127,65,B,Dinosaur National Monument,National Monument
5445,1.000000000000000,1011,7,72,10490_19_20_21_23_28_29,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer,385,-9999,-9999,385,UE,Dinosaur National Monument,National Monument
5446,3757.000000000000000,1026,132,72,10810_15_16_23_24_28,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,616,-9999,-9999,616,Barren or Sparse,Dinosaur National Monument,National Monument
5447,1098.000000000000000,1043,7,72,11590_16_23_24_26,Rocky Mountain Montane Riparian Systems,Riparian,270,-9999,79,61,UE,Dinosaur National Monument,National Monument
5448,4855.000000000000000,1023,6,72,10660_16_23_24,Inter-Mountain Basins Mat Saltbush Shrubland,Shrubland,-9999,-9999,-9999,-9999,UN,Dinosaur National Monument,National Monument
5449,129.000000000000000,1036,132,72,11250_6_12_13_15_16_17_18_23_24_25_28,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,117,-9999,-9999,117,Barren or Sparse,Dinosaur National Monument,National Monument
5450,18.000000000000000,1036,7,72,11250_6_12_13_15_16_17_18_23_24_25_28,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,117,-9999,-9999,117,UE,Dinosaur National Monument,National Monument
5451,254.000000000000000,1038,1,72,11262_16_23,Inter-Mountain Basins Montane Sagebrush Steppe-Low Sagebrush,Shrubland,219,-9999,-9999,219,A,Dinosaur National Monument,National Monument
5452,1856.000000000000000,1030,3,72,11020_13_15_16_23_24,Colorado Plateau Pinyon-Juniper Shrubland,Conifer,333,222,127,65,C,Dinosaur National Monument,National Monument
5453,31.000000000000000,1026,1,72,10810_15_16_23_24_28,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,616,-9999,-9999,616,A,Dinosaur National Monument,National Monument
5454,348.000000000000000,1010,120,72,10160_16_23_24_25,Colorado Plateau Pinyon-Juniper Woodland,Conifer,435,195,2265,127,Developed,Dinosaur National Monument,National Monument
5455,219.000000000000000,1019,4,72,10611_16_23_24,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland-Low Elevation,Hardwood-Conifer,43,13,-9999,10,D,Dinosaur National Monument,National Monument
5456,434.000000000000000,1019,3,72,10611_16_23_24,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland-Low Elevation,Hardwood-Conifer,43,13,-9999,10,C,Dinosaur National Monument,National Monument
5457,102.000000000000000,1019,5,72,10611_16_23_24,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland-Low Elevation,Hardwood-Conifer,43,13,-9999,10,E,Dinosaur National Monument,National Monument
5458,1489.000000000000000,1040,4,72,11350_16_23_24,Inter-Mountain Basins Semi-Desert Grassland,Grassland,25,-9999,-9999,25,D,Dinosaur National Monument,National Monument
5459,74.000000000000000,1010,2,72,10160_16_23_24_25,Colorado Plateau Pinyon-Juniper Woodland,Conifer,435,195,2265,127,B,Dinosaur National Monument,National Monument
5460,404.000000000000000,1014,132,72,10520_16_23_24,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer,180,89,74,33,Barren or Sparse,Dinosaur National Monument,National Monument
5461,210.000000000000000,1037,1,72,11261_16_23_24,Inter-Mountain Basins Montane Sagebrush Steppe-Mountain Big Sagebrush,Shrubland,49,-9999,-9999,49,A,Dinosaur National Monument,National Monument
5462,33.000000000000000,1036,1,72,11250_6_12_13_15_16_17_18_23_24_25_28,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,117,-9999,-9999,117,A,Dinosaur National Monument,National Monument
5463,17.000000000000000,1035,1,72,11170_16_23_24,Southern Rocky Mountain Ponderosa Pine Savanna,Conifer,158,80,9,8,A,Dinosaur National Monument,National Monument
5464,3.000000000000000,1035,4,72,11170_16_23_24,Southern Rocky Mountain Ponderosa Pine Savanna,Conifer,158,80,9,8,D,Dinosaur National Monument,National Monument
5465,6.000000000000000,1035,3,72,11170_16_23_24,Southern Rocky Mountain Ponderosa Pine Savanna,Conifer,158,80,9,8,C,Dinosaur National Monument,National Monument
5466,3.000000000000000,1035,5,72,11170_16_23_24,Southern Rocky Mountain Ponderosa Pine Savanna,Conifer,158,80,9,8,E,Dinosaur National Monument,National Monument
5467,19.000000000000000,1030,1,72,11020_13_15_16_23_24,Colorado Plateau Pinyon-Juniper Shrubland,Conifer,333,222,127,65,A,Dinosaur National Monument,National Monument
5468,8743.000000000000000,1026,2,72,10810_15_16_23_24_28,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,616,-9999,-9999,616,B,Dinosaur National Monument,National Monument
5469,254.000000000000000,1022,132,72,10640_15_16_17_23_24_27_28,Colorado Plateau Mixed Low Sagebrush Shrubland,Shrubland,239,119,-9999,79,Barren or Sparse,Dinosaur National Monument,National Monument
5470,1395.000000000000000,1037,120,72,11261_16_23_24,Inter-Mountain Basins Montane Sagebrush Steppe-Mountain Big Sagebrush,Shrubland,49,-9999,-9999,49,Developed,Dinosaur National Monument,National Monument
5471,2168.000000000000000,1033,132,72,11070_23_24,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland,51,150,-9999,38,Barren or Sparse,Dinosaur National Monument,National Monument
5472,4547.000000000000000,1006,132,72,10010,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,Barren or Sparse,Dinosaur National Monument,National Monument
5473,67.000000000000000,1022,7,72,10640_15_16_17_23_24_27_28,Colorado Plateau Mixed Low Sagebrush Shrubland,Shrubland,239,119,-9999,79,UE,Dinosaur National Monument,National Monument
5474,35.000000000000000,1022,1,72,10640_15_16_17_23_24_27_28,Colorado Plateau Mixed Low Sagebrush Shrubland,Shrubland,239,119,-9999,79,A,Dinosaur National Monument,National Monument
5475,405.000000000000000,1019,1,72,10611_16_23_24,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland-Low Elevation,Hardwood-Conifer,43,13,-9999,10,A,Dinosaur National Monument,National Monument
5476,18.000000000000000,1032,132,72,11040_23_24,Mogollon Chaparral,Shrubland,47,370,-9999,42,Barren or Sparse,Dinosaur National Monument,National Monument
5477,1101.000000000000000,1034,3,72,11150_15_16_23_24,Inter-Mountain Basins Juniper Savanna,Conifer,333,218,126,64,C,Dinosaur National Monument,National Monument
5478,21.000000000000000,1038,7,72,11262_16_23,Inter-Mountain Basins Montane Sagebrush Steppe-Low Sagebrush,Shrubland,219,-9999,-9999,219,UE,Dinosaur National Monument,National Monument
5479,16.000000000000000,1034,132,72,11150_15_16_23_24,Inter-Mountain Basins Juniper Savanna,Conifer,333,218,126,64,Barren or Sparse,Dinosaur National Monument,National Monument
5480,1304.000000000000000,1023,132,72,10660_16_23_24,Inter-Mountain Basins Mat Saltbush Shrubland,Shrubland,-9999,-9999,-9999,-9999,Barren or Sparse,Dinosaur National Monument,National Monument
5481,572.000000000000000,1008,132,72,10060,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,Barren or Sparse,Dinosaur National Monument,National Monument
5482,3.000000000000000,1034,6,72,11150_15_16_23_24,Inter-Mountain Basins Juniper Savanna,Conifer,333,218,126,64,UN,Dinosaur National Monument,National Monument
5483,12.000000000000000,1032,7,72,11040_23_24,Mogollon Chaparral,Shrubland,47,370,-9999,42,UE,Dinosaur National Monument,National Monument
5484,96.000000000000000,1019,132,72,10611_16_23_24,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland-Low Elevation,Hardwood-Conifer,43,13,-9999,10,Barren or Sparse,Dinosaur National Monument,National Monument
5485,15781.000000000000000,1026,7,72,10810_15_16_23_24_28,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,616,-9999,-9999,616,UE,Dinosaur National Monument,National Monument
5486,5.000000000000000,1019,7,72,10611_16_23_24,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland-Low Elevation,Hardwood-Conifer,43,13,-9999,10,UE,Dinosaur National Monument,National Monument
5487,5384.000000000000000,2713,2,72,10804_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland-Upland,Shrubland,120,-9999,-9999,120,B,Dinosaur National Monument,National Monument
5488,12.000000000000000,1021,3,72,10620_16_23,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,246,137,228,64,C,Dinosaur National Monument,National Monument
5489,197.000000000000000,1030,5,72,11020_13_15_16_23_24,Colorado Plateau Pinyon-Juniper Shrubland,Conifer,333,222,127,65,E,Dinosaur National Monument,National Monument
5490,1.000000000000000,1038,120,72,11262_16_23,Inter-Mountain Basins Montane Sagebrush Steppe-Low Sagebrush,Shrubland,219,-9999,-9999,219,Developed,Dinosaur National Monument,National Monument
5491,203.000000000000000,1038,2,72,11262_16_23,Inter-Mountain Basins Montane Sagebrush Steppe-Low Sagebrush,Shrubland,219,-9999,-9999,219,B,Dinosaur National Monument,National Monument
5492,101.000000000000000,1033,6,72,11070_23_24,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland,51,150,-9999,38,UN,Dinosaur National Monument,National Monument
5493,20.000000000000000,1021,7,72,10620_16_23,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,246,137,228,64,UE,Dinosaur National Monument,National Monument
5494,27.000000000000000,1037,132,72,11261_16_23_24,Inter-Mountain Basins Montane Sagebrush Steppe-Mountain Big Sagebrush,Shrubland,49,-9999,-9999,49,Barren or Sparse,Dinosaur National Monument,National Monument
5495,68.000000000000000,1013,120,72,10510_15_16_17_22_23_24_25,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer,90,77,14,11,Developed,Dinosaur National Monument,National Monument
5496,425.000000000000000,1039,3,72,11270_16_23_24_25,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,105,-9999,-9999,105,C,Dinosaur National Monument,National Monument
5497,3441.000000000000000,1023,7,72,10660_16_23_24,Inter-Mountain Basins Mat Saltbush Shrubland,Shrubland,-9999,-9999,-9999,-9999,UE,Dinosaur National Monument,National Monument
5498,532.000000000000000,1044,2,72,11600_23,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,274,-9999,79,62,B,Dinosaur National Monument,National Monument
5499,206.000000000000000,1022,2,72,10640_15_16_17_23_24_27_28,Colorado Plateau Mixed Low Sagebrush Shrubland,Shrubland,239,119,-9999,79,B,Dinosaur National Monument,National Monument
5500,25.000000000000000,1009,7,72,10110_16_23_24,Rocky Mountain Aspen Forest and Woodland,Hardwood,59,50,-9999,27,UE,Dinosaur National Monument,National Monument
5501,1.000000000000000,1016,132,72,10550_16_23_24,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,214,7242,-9999,208,Barren or Sparse,Dinosaur National Monument,National Monument
5502,16.000000000000000,1023,1,72,10660_16_23_24,Inter-Mountain Basins Mat Saltbush Shrubland,Shrubland,-9999,-9999,-9999,-9999,A,Dinosaur National Monument,National Monument
5503,1.000000000000000,1035,2,72,11170_16_23_24,Southern Rocky Mountain Ponderosa Pine Savanna,Conifer,158,80,9,8,B,Dinosaur National Monument,National Monument
5504,7.000000000000000,1044,7,72,11600_23,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,274,-9999,79,62,UE,Dinosaur National Monument,National Monument
5505,380.000000000000000,2712,2,72,10803_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland-Semi-Desert,Shrubland,151,-9999,-9999,151,B,Dinosaur National Monument,National Monument
5506,631.000000000000000,2712,7,72,10803_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland-Semi-Desert,Shrubland,151,-9999,-9999,151,UE,Dinosaur National Monument,National Monument
5507,645.000000000000000,2712,6,72,10803_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland-Semi-Desert,Shrubland,151,-9999,-9999,151,UN,Dinosaur National Monument,National Monument
5508,1269.000000000000000,2712,3,72,10803_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland-Semi-Desert,Shrubland,151,-9999,-9999,151,C,Dinosaur National Monument,National Monument
5509,1.000000000000000,1023,180,72,10660_16_23_24,Inter-Mountain Basins Mat Saltbush Shrubland,Shrubland,-9999,-9999,-9999,-9999,Agriculture,Dinosaur National Monument,National Monument
5510,1140.000000000000000,1040,3,72,11350_16_23_24,Inter-Mountain Basins Semi-Desert Grassland,Grassland,25,-9999,-9999,25,C,Dinosaur National Monument,National Monument
5511,621.000000000000000,1040,7,72,11350_16_23_24,Inter-Mountain Basins Semi-Desert Grassland,Grassland,25,-9999,-9999,25,UE,Dinosaur National Monument,National Monument
5512,22.000000000000000,1043,180,72,11590_16_23_24_26,Rocky Mountain Montane Riparian Systems,Riparian,270,-9999,79,61,Agriculture,Dinosaur National Monument,National Monument
5513,7.000000000000000,1014,7,72,10520_16_23_24,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer,180,89,74,33,UE,Dinosaur National Monument,National Monument
5514,10.000000000000000,1039,7,72,11270_16_23_24_25,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,105,-9999,-9999,105,UE,Dinosaur National Monument,National Monument
5515,2.000000000000000,1034,2,72,11150_15_16_23_24,Inter-Mountain Basins Juniper Savanna,Conifer,333,218,126,64,B,Dinosaur National Monument,National Monument
5516,13.000000000000000,1010,180,72,10160_16_23_24_25,Colorado Plateau Pinyon-Juniper Woodland,Conifer,435,195,2265,127,Agriculture,Dinosaur National Monument,National Monument
5517,14.000000000000000,1042,6,72,11530_16_23_24_25_27,Inter-Mountain Basins Greasewood Flat,Shrubland,208,-9999,-9999,208,UN,Dinosaur National Monument,National Monument
5518,27.000000000000000,1034,7,72,11150_15_16_23_24,Inter-Mountain Basins Juniper Savanna,Conifer,333,218,126,64,UE,Dinosaur National Monument,National Monument
5519,55.000000000000000,1030,7,72,11020_13_15_16_23_24,Colorado Plateau Pinyon-Juniper Shrubland,Conifer,333,222,127,65,UE,Dinosaur National Monument,National Monument
5520,203.000000000000000,1026,180,72,10810_15_16_23_24_28,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,616,-9999,-9999,616,Agriculture,Dinosaur National Monument,National Monument
5521,7.000000000000000,1031,7,72,11030_6_7_12_13_16_17_23,Great Basin Semi-Desert Chaparral,Shrubland,50,-9999,-9999,50,UE,Dinosaur National Monument,National Monument
5522,70.000000000000000,1031,1,72,11030_6_7_12_13_16_17_23,Great Basin Semi-Desert Chaparral,Shrubland,50,-9999,-9999,50,A,Dinosaur National Monument,National Monument
5523,4.000000000000000,2712,1,72,10803_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland-Semi-Desert,Shrubland,151,-9999,-9999,151,A,Dinosaur National Monument,National Monument
5524,27.000000000000000,1023,120,72,10660_16_23_24,Inter-Mountain Basins Mat Saltbush Shrubland,Shrubland,-9999,-9999,-9999,-9999,Developed,Dinosaur National Monument,National Monument
5525,164.000000000000000,1033,120,72,11070_23_24,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland,51,150,-9999,38,Developed,Dinosaur National Monument,National Monument
5526,272.000000000000000,2713,120,72,10804_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland-Upland,Shrubland,120,-9999,-9999,120,Developed,Dinosaur National Monument,National Monument
5527,16.000000000000000,1009,120,72,10110_16_23_24,Rocky Mountain Aspen Forest and Woodland,Hardwood,59,50,-9999,27,Developed,Dinosaur National Monument,National Monument
5528,14.000000000000000,1028,120,72,10860_13_16_17_18_21_23,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland,102,28,-9999,22,Developed,Dinosaur National Monument,National Monument
5529,5.000000000000000,2712,132,72,10803_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland-Semi-Desert,Shrubland,151,-9999,-9999,151,Barren or Sparse,Dinosaur National Monument,National Monument
5530,35.000000000000000,1036,2,72,11250_6_12_13_15_16_17_18_23_24_25_28,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,117,-9999,-9999,117,B,Dinosaur National Monument,National Monument
5531,32.000000000000000,1041,120,72,11460_15_16_23_24_25_28,Southern Rocky Mountain Montane-Subalpine Grassland,Grassland,20,-9999,21,10,Developed,Dinosaur National Monument,National Monument
5532,29.000000000000000,1041,3,72,11460_15_16_23_24_25_28,Southern Rocky Mountain Montane-Subalpine Grassland,Grassland,20,-9999,21,10,C,Dinosaur National Monument,National Monument
5533,23.000000000000000,1042,180,72,11530_16_23_24_25_27,Inter-Mountain Basins Greasewood Flat,Shrubland,208,-9999,-9999,208,Agriculture,Dinosaur National Monument,National Monument
5534,6.000000000000000,1022,120,72,10640_15_16_17_23_24_27_28,Colorado Plateau Mixed Low Sagebrush Shrubland,Shrubland,239,119,-9999,79,Developed,Dinosaur National Monument,National Monument
5535,4.000000000000000,1024,132,72,10780_16_23_24_25,Colorado Plateau Blackbrush-Mormon-tea Shrubland,Shrubland,146,162,-9999,77,Barren or Sparse,Dinosaur National Monument,National Monument
5536,125.000000000000000,1043,120,72,11590_16_23_24_26,Rocky Mountain Montane Riparian Systems,Riparian,270,-9999,79,61,Developed,Dinosaur National Monument,National Monument
5537,1.000000000000000,1019,120,72,10611_16_23_24,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland-Low Elevation,Hardwood-Conifer,43,13,-9999,10,Developed,Dinosaur National Monument,National Monument
5538,20.000000000000000,1039,2,72,11270_16_23_24_25,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,105,-9999,-9999,105,B,Dinosaur National Monument,National Monument
5539,4.000000000000000,1040,132,72,11350_16_23_24,Inter-Mountain Basins Semi-Desert Grassland,Grassland,25,-9999,-9999,25,Barren or Sparse,Dinosaur National Monument,National Monument
5540,14.000000000000000,1031,132,72,11030_6_7_12_13_16_17_23,Great Basin Semi-Desert Chaparral,Shrubland,50,-9999,-9999,50,Barren or Sparse,Dinosaur National Monument,National Monument
5541,27.000000000000000,1040,2,72,11350_16_23_24,Inter-Mountain Basins Semi-Desert Grassland,Grassland,25,-9999,-9999,25,B,Dinosaur National Monument,National Monument
5542,1.000000000000000,1029,6,72,10930_13_15_16_23_24_28,Southern Colorado Plateau Sand Shrubland,Shrubland,220,-9999,-9999,220,UN,Dinosaur National Monument,National Monument
5543,439.000000000000000,1026,120,72,10810_15_16_23_24_28,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,616,-9999,-9999,616,Developed,Dinosaur National Monument,National Monument
5544,112.000000000000000,1042,120,72,11530_16_23_24_25_27,Inter-Mountain Basins Greasewood Flat,Shrubland,208,-9999,-9999,208,Developed,Dinosaur National Monument,National Monument
5545,2.000000000000000,1006,120,72,10010,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,Developed,Dinosaur National Monument,National Monument
5546,159.000000000000000,1040,120,72,11350_16_23_24,Inter-Mountain Basins Semi-Desert Grassland,Grassland,25,-9999,-9999,25,Developed,Dinosaur National Monument,National Monument
5547,79.000000000000000,2713,180,72,10804_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland-Upland,Shrubland,120,-9999,-9999,120,Agriculture,Dinosaur National Monument,National Monument
5548,2.000000000000000,1020,1,72,10612_16_23,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland-High Elevation,Hardwood-Conifer,70,60,-9999,32,A,Dinosaur National Monument,National Monument
5549,3.000000000000000,1030,120,72,11020_13_15_16_23_24,Colorado Plateau Pinyon-Juniper Shrubland,Conifer,333,222,127,65,Developed,Dinosaur National Monument,National Monument
5550,6.000000000000000,1040,180,72,11350_16_23_24,Inter-Mountain Basins Semi-Desert Grassland,Grassland,25,-9999,-9999,25,Agriculture,Dinosaur National Monument,National Monument
5551,1.000000000000000,2712,180,72,10803_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland-Semi-Desert,Shrubland,151,-9999,-9999,151,Agriculture,Dinosaur National Monument,National Monument
5552,6.000000000000000,1038,132,72,11262_16_23,Inter-Mountain Basins Montane Sagebrush Steppe-Low Sagebrush,Shrubland,219,-9999,-9999,219,Barren or Sparse,Dinosaur National Monument,National Monument
5553,2.000000000000000,1032,6,72,11040_23_24,Mogollon Chaparral,Shrubland,47,370,-9999,42,UN,Dinosaur National Monument,National Monument
5554,1.000000000000000,1021,120,72,10620_16_23,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,246,137,228,64,Developed,Dinosaur National Monument,National Monument
5555,2.000000000000000,1036,120,72,11250_6_12_13_15_16_17_18_23_24_25_28,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,117,-9999,-9999,117,Developed,Dinosaur National Monument,National Monument
5556,1.000000000000000,1032,120,72,11040_23_24,Mogollon Chaparral,Shrubland,47,370,-9999,42,Developed,Dinosaur National Monument,National Monument
5557,4.000000000000000,1040,1,72,11350_16_23_24,Inter-Mountain Basins Semi-Desert Grassland,Grassland,25,-9999,-9999,25,A,Dinosaur National Monument,National Monument
