Value,Count,LC20_BPS_220,LC24_SCla_250,nps_4kplus,BPS_MODEL,BPS_NAME,GROUPVEG,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,LABEL,UNIT_NAME,UNIT_TYPE
5558,152994.000000000000000,12,112,89,0,Perennial Ice/Snow,Perennial Ice/Snow,-9999,-9999,-9999,-9999,Snow/Ice,Rocky Mountain National Park,National Park
5559,162782.000000000000000,31,132,89,0,Barren-Rock/Sand/Clay,Barren-Rock/Sand/Clay,-9999,-9999,-9999,-9999,Barren or Sparse,Rocky Mountain National Park,National Park
5560,62940.000000000000000,1153,1,89,10550_15_28,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,199,435,-9999,137,A,Rocky Mountain National Park,National Park
5561,61204.000000000000000,1174,2,89,11440_12_16_19_28,Rocky Mountain Alpine Turf,Grassland,207,-9999,-9999,207,B,Rocky Mountain National Park,National Park
5562,39259.000000000000000,1153,3,89,10550_15_28,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,199,435,-9999,137,C,Rocky Mountain National Park,National Park
5563,5111.000000000000000,1145,132,89,10060,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,Barren or Sparse,Rocky Mountain National Park,National Park
5564,7139.000000000000000,1176,3,89,11460_15_16_23_24_25_28,Southern Rocky Mountain Montane-Subalpine Grassland,Grassland,20,-9999,21,10,C,Rocky Mountain National Park,National Park
5565,3700.000000000000000,1176,2,89,11460_15_16_23_24_25_28,Southern Rocky Mountain Montane-Subalpine Grassland,Grassland,20,-9999,21,10,B,Rocky Mountain National Park,National Park
5566,213.000000000000000,1176,6,89,11460_15_16_23_24_25_28,Southern Rocky Mountain Montane-Subalpine Grassland,Grassland,20,-9999,21,10,UN,Rocky Mountain National Park,National Park
5567,93682.000000000000000,1153,4,89,10550_15_28,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,199,435,-9999,137,D,Rocky Mountain National Park,National Park
5568,4195.000000000000000,1154,1,89,10560_15_28,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,199,435,-9999,137,A,Rocky Mountain National Park,National Park
5569,148230.000000000000000,1153,5,89,10550_15_28,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,199,435,-9999,137,E,Rocky Mountain National Park,National Park
5570,3439.000000000000000,1153,132,89,10550_15_28,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,199,435,-9999,137,Barren or Sparse,Rocky Mountain National Park,National Park
5571,10703.000000000000000,1154,5,89,10560_15_28,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,199,435,-9999,137,E,Rocky Mountain National Park,National Park
5572,30438.000000000000000,1179,2,89,11600_15_28,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,273,-9999,80,62,B,Rocky Mountain National Park,National Park
5573,2067.000000000000000,1144,132,89,10010,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,Barren or Sparse,Rocky Mountain National Park,National Park
5574,7844.000000000000000,1153,2,89,10550_15_28,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,199,435,-9999,137,B,Rocky Mountain National Park,National Park
5575,103.000000000000000,1174,132,89,11440_12_16_19_28,Rocky Mountain Alpine Turf,Grassland,207,-9999,-9999,207,Barren or Sparse,Rocky Mountain National Park,National Park
5576,3201.000000000000000,1175,3,89,11450_22_24_28,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,40,161,-9999,32,C,Rocky Mountain National Park,National Park
5577,3801.000000000000000,1175,1,89,11450_22_24_28,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,40,161,-9999,32,A,Rocky Mountain National Park,National Park
5578,446.000000000000000,1175,132,89,11450_22_24_28,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,40,161,-9999,32,Barren or Sparse,Rocky Mountain National Park,National Park
5579,5851.000000000000000,1154,4,89,10560_15_28,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,199,435,-9999,137,D,Rocky Mountain National Park,National Park
5580,50.000000000000000,1165,3,89,11070_25_28,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland,50,171,-9999,39,C,Rocky Mountain National Park,National Park
5581,1133.000000000000000,1161,6,89,10801_21_22_28,Inter-Mountain Basins Big Sagebrush Shrubland-Basin Big Sagebrush,Shrubland,72,-9999,-9999,72,UN,Rocky Mountain National Park,National Park
5582,900.000000000000000,1176,1,89,11460_15_16_23_24_25_28,Southern Rocky Mountain Montane-Subalpine Grassland,Grassland,20,-9999,21,10,A,Rocky Mountain National Park,National Park
5583,161176.000000000000000,1149,3,89,10500_16_23_28,Rocky Mountain Lodgepole Pine Forest,Conifer,152,-9999,640,123,C,Rocky Mountain National Park,National Park
5584,534.000000000000000,1165,1,89,11070_25_28,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland,50,171,-9999,39,A,Rocky Mountain National Park,National Park
5585,2670.000000000000000,1154,3,89,10560_15_28,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,199,435,-9999,137,C,Rocky Mountain National Park,National Park
5586,1534.000000000000000,1153,120,89,10550_15_28,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,199,435,-9999,137,Developed,Rocky Mountain National Park,National Park
5587,24815.000000000000000,1157,3,89,10610_22_27_28,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Hardwood-Conifer,78,73,126,29,C,Rocky Mountain National Park,National Park
5588,675.000000000000000,1154,2,89,10560_15_28,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,199,435,-9999,137,B,Rocky Mountain National Park,National Park
5589,37379.000000000000000,1149,1,89,10500_16_23_28,Rocky Mountain Lodgepole Pine Forest,Conifer,152,-9999,640,123,A,Rocky Mountain National Park,National Park
5590,7133.000000000000000,1179,1,89,11600_15_28,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,273,-9999,80,62,A,Rocky Mountain National Park,National Park
5591,489.000000000000000,1170,1,89,11260_6_12_17_18_28,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,49,-9999,-9999,49,A,Rocky Mountain National Park,National Park
5592,2417.000000000000000,1173,2,89,11430_9_19_21_28,Rocky Mountain Alpine Fell-Field,Grassland,525,-9999,-9999,525,B,Rocky Mountain National Park,National Park
5593,136.000000000000000,1170,120,89,11260_6_12_17_18_28,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,49,-9999,-9999,49,Developed,Rocky Mountain National Park,National Park
5594,1440.000000000000000,1174,1,89,11440_12_16_19_28,Rocky Mountain Alpine Turf,Grassland,207,-9999,-9999,207,A,Rocky Mountain National Park,National Park
5595,14509.000000000000000,1157,1,89,10610_22_27_28,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Hardwood-Conifer,78,73,126,29,A,Rocky Mountain National Park,National Park
5596,631.000000000000000,1165,4,89,11070_25_28,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland,50,171,-9999,39,D,Rocky Mountain National Park,National Park
5597,33489.000000000000000,1157,4,89,10610_22_27_28,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Hardwood-Conifer,78,73,126,29,D,Rocky Mountain National Park,National Park
5598,5854.000000000000000,1157,2,89,10610_22_27_28,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Hardwood-Conifer,78,73,126,29,B,Rocky Mountain National Park,National Park
5599,481.000000000000000,1149,2,89,10500_16_23_28,Rocky Mountain Lodgepole Pine Forest,Conifer,152,-9999,640,123,B,Rocky Mountain National Park,National Park
5600,2198.000000000000000,1160,1,89,10700_10_19_28,Rocky Mountain Alpine Dwarf-Shrubland,Shrubland,228,-9999,-9999,228,A,Rocky Mountain National Park,National Park
5601,466.000000000000000,1170,5,89,11260_6_12_17_18_28,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,49,-9999,-9999,49,E,Rocky Mountain National Park,National Park
5602,4116.000000000000000,1160,2,89,10700_10_19_28,Rocky Mountain Alpine Dwarf-Shrubland,Shrubland,228,-9999,-9999,228,B,Rocky Mountain National Park,National Park
5603,15.000000000000000,1154,120,89,10560_15_28,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,199,435,-9999,137,Developed,Rocky Mountain National Park,National Park
5604,2412.000000000000000,1173,6,89,11430_9_19_21_28,Rocky Mountain Alpine Fell-Field,Grassland,525,-9999,-9999,525,UN,Rocky Mountain National Park,National Park
5605,532.000000000000000,1170,6,89,11260_6_12_17_18_28,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,49,-9999,-9999,49,UN,Rocky Mountain National Park,National Park
5606,547.000000000000000,1170,4,89,11260_6_12_17_18_28,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,49,-9999,-9999,49,D,Rocky Mountain National Park,National Park
5607,47.000000000000000,1179,132,89,11600_15_28,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,273,-9999,80,62,Barren or Sparse,Rocky Mountain National Park,National Park
5608,2857.000000000000000,11,111,89,0,Open Water,Open Water,-9999,-9999,-9999,-9999,Water,Rocky Mountain National Park,National Park
5609,87.000000000000000,1175,6,89,11450_22_24_28,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,40,161,-9999,32,UN,Rocky Mountain National Park,National Park
5610,328.000000000000000,1174,6,89,11440_12_16_19_28,Rocky Mountain Alpine Turf,Grassland,207,-9999,-9999,207,UN,Rocky Mountain National Park,National Park
5611,25.000000000000000,1149,132,89,10500_16_23_28,Rocky Mountain Lodgepole Pine Forest,Conifer,152,-9999,640,123,Barren or Sparse,Rocky Mountain National Park,National Park
5612,13.000000000000000,1154,7,89,10560_15_28,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,199,435,-9999,137,UE,Rocky Mountain National Park,National Park
5613,1939.000000000000000,1150,2,89,10510_28,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer,325,54,32,19,B,Rocky Mountain National Park,National Park
5614,8366.000000000000000,1150,3,89,10510_28,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer,325,54,32,19,C,Rocky Mountain National Park,National Park
5615,363.000000000000000,1155,6,89,10570_28,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,Conifer,499,202,-9999,144,UN,Rocky Mountain National Park,National Park
5616,1310.000000000000000,1155,3,89,10570_28,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,Conifer,499,202,-9999,144,C,Rocky Mountain National Park,National Park
5617,109.000000000000000,1179,7,89,11600_15_28,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,273,-9999,80,62,UE,Rocky Mountain National Park,National Park
5618,306.000000000000000,1179,120,89,11600_15_28,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,273,-9999,80,62,Developed,Rocky Mountain National Park,National Park
5619,80.000000000000000,1150,120,89,10510_28,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer,325,54,32,19,Developed,Rocky Mountain National Park,National Park
5620,93.000000000000000,1170,7,89,11260_6_12_17_18_28,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,49,-9999,-9999,49,UE,Rocky Mountain National Park,National Park
5621,778.000000000000000,1149,7,89,10500_16_23_28,Rocky Mountain Lodgepole Pine Forest,Conifer,152,-9999,640,123,UE,Rocky Mountain National Park,National Park
5622,2225.000000000000000,1150,1,89,10510_28,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer,325,54,32,19,A,Rocky Mountain National Park,National Park
5623,574.000000000000000,1149,120,89,10500_16_23_28,Rocky Mountain Lodgepole Pine Forest,Conifer,152,-9999,640,123,Developed,Rocky Mountain National Park,National Park
5624,734.000000000000000,1155,2,89,10570_28,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,Conifer,499,202,-9999,144,B,Rocky Mountain National Park,National Park
5625,265.000000000000000,1157,120,89,10610_22_27_28,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Hardwood-Conifer,78,73,126,29,Developed,Rocky Mountain National Park,National Park
5626,197.000000000000000,1157,7,89,10610_22_27_28,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Hardwood-Conifer,78,73,126,29,UE,Rocky Mountain National Park,National Park
5627,26.000000000000000,1154,132,89,10560_15_28,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,199,435,-9999,137,Barren or Sparse,Rocky Mountain National Park,National Park
5628,136.000000000000000,1160,7,89,10700_10_19_28,Rocky Mountain Alpine Dwarf-Shrubland,Shrubland,228,-9999,-9999,228,UE,Rocky Mountain National Park,National Park
5629,91.000000000000000,1173,7,89,11430_9_19_21_28,Rocky Mountain Alpine Fell-Field,Grassland,525,-9999,-9999,525,UE,Rocky Mountain National Park,National Park
5630,297.000000000000000,1153,7,89,10550_15_28,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,199,435,-9999,137,UE,Rocky Mountain National Park,National Park
5631,8160.000000000000000,1151,2,89,10520_28,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer,202,144,153,54,B,Rocky Mountain National Park,National Park
5632,922.000000000000000,1170,3,89,11260_6_12_17_18_28,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,49,-9999,-9999,49,C,Rocky Mountain National Park,National Park
5633,927.000000000000000,1178,1,89,11590_28,Rocky Mountain Montane Riparian Systems,Riparian,270,-9999,79,61,A,Rocky Mountain National Park,National Park
5634,3036.000000000000000,1178,2,89,11590_28,Rocky Mountain Montane Riparian Systems,Riparian,270,-9999,79,61,B,Rocky Mountain National Park,National Park
5635,4374.000000000000000,1151,3,89,10520_28,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer,202,144,153,54,C,Rocky Mountain National Park,National Park
5636,85.000000000000000,1151,120,89,10520_28,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer,202,144,153,54,Developed,Rocky Mountain National Park,National Park
5637,13409.000000000000000,1146,3,89,10110_28,Rocky Mountain Aspen Forest and Woodland,Hardwood,145,1732,844,116,C,Rocky Mountain National Park,National Park
5638,4621.000000000000000,1146,2,89,10110_28,Rocky Mountain Aspen Forest and Woodland,Hardwood,145,1732,844,116,B,Rocky Mountain National Park,National Park
5639,42.000000000000000,1150,7,89,10510_28,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer,325,54,32,19,UE,Rocky Mountain National Park,National Park
5640,42.000000000000000,1173,120,89,11430_9_19_21_28,Rocky Mountain Alpine Fell-Field,Grassland,525,-9999,-9999,525,Developed,Rocky Mountain National Park,National Park
5641,166.000000000000000,1160,120,89,10700_10_19_28,Rocky Mountain Alpine Dwarf-Shrubland,Shrubland,228,-9999,-9999,228,Developed,Rocky Mountain National Park,National Park
5642,885.000000000000000,1151,1,89,10520_28,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer,202,144,153,54,A,Rocky Mountain National Park,National Park
5643,67.000000000000000,1178,120,89,11590_28,Rocky Mountain Montane Riparian Systems,Riparian,270,-9999,79,61,Developed,Rocky Mountain National Park,National Park
5644,3319.000000000000000,1146,1,89,10110_28,Rocky Mountain Aspen Forest and Woodland,Hardwood,145,1732,844,116,A,Rocky Mountain National Park,National Park
5645,66.000000000000000,1160,6,89,10700_10_19_28,Rocky Mountain Alpine Dwarf-Shrubland,Shrubland,228,-9999,-9999,228,UN,Rocky Mountain National Park,National Park
5646,450.000000000000000,1146,120,89,10110_28,Rocky Mountain Aspen Forest and Woodland,Hardwood,145,1732,844,116,Developed,Rocky Mountain National Park,National Park
5647,373.000000000000000,1152,120,89,10540_28,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,505,159,24,20,Developed,Rocky Mountain National Park,National Park
5648,2296.000000000000000,1152,1,89,10540_28,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,505,159,24,20,A,Rocky Mountain National Park,National Park
5649,388.000000000000000,1165,2,89,11070_25_28,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland,50,171,-9999,39,B,Rocky Mountain National Park,National Park
5650,149.000000000000000,1161,1,89,10801_21_22_28,Inter-Mountain Basins Big Sagebrush Shrubland-Basin Big Sagebrush,Shrubland,72,-9999,-9999,72,A,Rocky Mountain National Park,National Park
5651,19.000000000000000,387,6,89,11470_28,Western Great Plains Foothill and Piedmont Grassland,Grassland,12,79,-9999,10,UN,Rocky Mountain National Park,National Park
5652,679.000000000000000,1155,1,89,10570_28,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,Conifer,499,202,-9999,144,A,Rocky Mountain National Park,National Park
5653,36.000000000000000,1173,1,89,11430_9_19_21_28,Rocky Mountain Alpine Fell-Field,Grassland,525,-9999,-9999,525,A,Rocky Mountain National Park,National Park
5654,8.000000000000000,1165,132,89,11070_25_28,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland,50,171,-9999,39,Barren or Sparse,Rocky Mountain National Park,National Park
5655,449.000000000000000,1161,3,89,10801_21_22_28,Inter-Mountain Basins Big Sagebrush Shrubland-Basin Big Sagebrush,Shrubland,72,-9999,-9999,72,C,Rocky Mountain National Park,National Park
5656,2.000000000000000,387,2,89,11470_28,Western Great Plains Foothill and Piedmont Grassland,Grassland,12,79,-9999,10,B,Rocky Mountain National Park,National Park
5657,3.000000000000000,387,132,89,11470_28,Western Great Plains Foothill and Piedmont Grassland,Grassland,12,79,-9999,10,Barren or Sparse,Rocky Mountain National Park,National Park
5658,4622.000000000000000,1152,2,89,10540_28,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,505,159,24,20,B,Rocky Mountain National Park,National Park
5659,6660.000000000000000,1152,3,89,10540_28,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,505,159,24,20,C,Rocky Mountain National Park,National Park
5660,24.000000000000000,1175,120,89,11450_22_24_28,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,40,161,-9999,32,Developed,Rocky Mountain National Park,National Park
